,Author,State,closed_at,created_at,issue_number,labels
159,XSP19SCM71C,closed,2019-04-09,2019-04-08,287,"['Category:Bug', 'DetectionPhase:Testing', 'OriginationPhase:Requirements', 'Priority:Critical', 'Status:Approved']"
160,MehulSin,closed,2019-04-09,2019-04-08,284,"['Category:Bug', 'DetectionPhase:Testing', 'OriginationPhase:Requirements', 'Priority:Critical', 'Status:Approved']"
161,YSP19SCM81M,closed,2019-04-09,2019-04-08,282,"['Category:Bug', 'DetectionPhase:Testing', 'OriginationPhase:Requirements', 'Priority:Critical', 'Status:Approved']"
162,RSP19SCM781,closed,2019-04-10,2019-04-08,281,"['Category:Enhancement', 'DetectionPhase:Field', 'OriginationPhase:Requirements', 'Priority:Critical', 'Status:pendingReview']"
163,RSP19SCM781,closed,2019-04-10,2019-04-08,280,"['Category:Enhancement', 'DetectionPhase:Design', 'OriginationPhase:Requirements', 'Priority:Low', 'Status:Approved']"
164,RSP19SCM781,closed,2019-04-10,2019-04-08,279,"['Category:Inquiry', 'DetectionPhase:Field', 'OritinationPhase:Design', 'Priority:Medium', 'Status:Completed']"
165,RSP19SCM781,closed,2019-04-10,2019-04-08,278,"['Category:Enhancement', 'DetectionPhase:Design', 'OritinationPhase:Design', 'Priority:Low', 'Status:Completed']"
166,SSP19SCM781,closed,2019-04-11,2019-04-08,277,"['Category:Bug', 'DetectionPhase:Field', 'OriginationPhase:Requirements', 'Priority:Medium', 'Status:pendingReview']"
167,SSP19SCM781,closed,2019-04-13,2019-04-08,276,"['Category:Enhancement', 'DetectionPhase:Coding', 'OriginationPhase:Coding', 'Priority:Major', 'Status:inProgress']"
168,SSP19SCM781,closed,2019-04-10,2019-04-08,275,"['Category:Enhancement', 'DetectionPhase:Testing', 'OriginationPhase:Design', 'Priority:High', 'Status:Completed']"
169,SSP19SCM782,closed,2019-04-10,2019-04-08,274,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Documentation', 'Priority:High', 'Status:Rejected']"
170,SSP19SCM782,closed,2019-04-11,2019-04-08,273,"['Category:Bug', 'DetectionPhase:Coding', 'OritinationPhase:Design', 'Priority:Low', 'Status:pendingReview']"
171,SSP19SCM782,closed,2019-04-10,2019-04-08,272,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Field', 'Priority:Low', 'Status:Approved']"
172,VSP19SCM70K,closed,2019-04-08,2019-04-08,269,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Coding', 'Priority:High', 'Status:inProgress']"
173,JSP19SCM65Z,closed,2019-04-08,2019-04-08,268,"['Category:Bug', 'DetectionPhase:Testing', 'OriginationPhase:Requirements', 'Priority:Major', 'Status:Completed']"
174,JSP19SCM42J,open,,2019-04-07,267,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Documentation', 'Priority:Medium', 'Status:inProgress']"
175,JSP19SCM42J,closed,2019-04-07,2019-04-07,266,[]
176,JSP19SCM13R,closed,2019-04-08,2019-04-07,263,"['Category:Bug', 'DetectionPhase:Testing', 'OriginationPhase:Requirements', 'Priority:Major', 'Status:Approved']"
177,rdhande,closed,2019-04-08,2019-04-07,262,"['Category:Enhancement', 'DetectionPhase:Testing', 'OriginationPhase:Requirements', 'Priority:Critical', 'Status:Completed']"
178,SSP19SCM98G,closed,2019-04-08,2019-04-07,260,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Documentation', 'Priority:High', 'Status:pendingReview']"
179,ASP19SCM00V,closed,2019-04-08,2019-04-07,258,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Documentation', 'Priority:High', 'Status:inProgress']"
180,HSP19SCM72L,closed,2019-04-07,2019-04-07,255,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Coding', 'Priority:High', 'Status:pendingReview']"
181,JSP19SCM13R,closed,2019-04-07,2019-04-06,253,"['Category:Bug', 'DetectionPhase:Testing', 'OriginationPhase:Requirements', 'Priority:Major', 'Status:Approved']"
182,PSP19SCM38K,closed,2019-04-07,2019-04-06,251,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Coding', 'Priority:High', 'Status:inProgress']"
183,MSP19SCM18H,closed,2019-04-06,2019-04-06,249,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Coding', 'Priority:High', 'Status:inProgress']"
184,HSP19SCM19M,closed,2019-04-06,2019-04-05,246,"['Category:Enhancement', 'DetectionPhase:Testing', 'OriginationPhase:Requirements', 'Priority:Major', 'Status:Approved']"
185,TSP19SCM781,closed,2019-04-09,2019-04-05,244,"['Category:Enhancement', 'DetectionPhase:Design', 'OriginationPhase:Documentation', 'Priority:Medium', 'Status:Completed']"
186,TSP19SCM781,closed,2019-04-09,2019-04-05,243,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Requirements', 'Priority:Major', 'Status:Completed']"
187,SSP19SCM782,closed,2019-04-09,2019-04-05,242,"['Category:Enhancement', 'DetectionPhase:Testing', 'OritinationPhase:Design', 'Priority:High', 'Status:pendingReview']"
188,SSP19SCM782,closed,2019-04-09,2019-04-05,241,"['Category:Bug', 'DetectionPhase:Design', 'OriginationPhase:Documentation', 'Priority:Major', 'Status:pendingReview']"
189,SSP19SCM781,closed,2019-04-09,2019-04-05,240,"['Category:Bug', 'DetectionPhase:Coding', 'OriginationPhase:Field', 'Priority:High', 'Status:Approved']"
190,SSP19SCM781,closed,2019-04-10,2019-04-05,239,"['Category:Bug', 'DetectionPhase:Design', 'OriginationPhase:Documentation', 'Priority:Major', 'Status:pendingReview']"
191,RSP19SCM782,closed,2019-04-10,2019-04-05,238,"['Category:Inquiry', 'DetectionPhase:Testing', 'OriginationPhase:Field', 'Priority:High', 'Status:Completed']"
192,RSP19SCM782,closed,2019-04-10,2019-04-05,237,"['Category:Enhancement', 'DetectionPhase:Design', 'OritinationPhase:Design', 'Priority:Medium', 'Status:Rejected']"
193,RSP19SCM781,closed,2019-04-10,2019-04-05,236,"['Category:Bug', 'DetectionPhase:Field', 'OritinationPhase:Design', 'Priority:Major', 'Status:inProgress']"
194,RSP19SCM781,closed,2019-04-10,2019-04-05,235,"['Category:Inquiry', 'DetectionPhase:Testing', 'OriginationPhase:Design', 'Priority:Major', 'Status:inProgress']"
195,PSP19SCM40J,closed,2019-04-05,2019-04-05,232,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Coding', 'Priority:High', 'Status:pendingReview']"
196,RSP19SCM73K,closed,2019-04-05,2019-04-05,231,"['Category:Enhancement', 'DetectionPhase:Testing', 'OriginationPhase:Requirements', 'Priority:High', 'Status:Approved']"
197,ZSP19SCM13W,closed,2019-04-06,2019-04-05,230,"['Address:McDonalds 3867 S Archer Ave 60632', 'Category:Bug', 'DetectionPhase:Design', 'Latitude:41.823292', 'Longitude:-87.688828', 'OriginationPhase:Requirements', 'Priority:High', 'Status:pendingReview']"
198,ZSP19SCM13W,closed,2019-04-05,2019-04-05,229,[]
199,WSP19SCM39H,closed,2019-04-05,2019-04-05,227,"['Category:Bug', 'DetectionPhase:Testing', 'OriginationPhase:Requirements', 'Priority:High', 'Status:Approved']"
200,ZSP19SCM95D,closed,2019-04-05,2019-04-05,226,"['Category:Bug', 'DetectionPhase:Testing', 'OriginationPhase:Requirements', 'Priority:High', 'Status:Approved']"
201,RSP19SCM781,closed,2019-04-07,2019-04-05,225,"['Category:Enhancement', 'DetectionPhase:Coding', 'OriginationPhase:Requirements', 'Priority:Medium', 'Status:inProgress']"
202,RSP19SCM781,closed,2019-04-07,2019-04-05,224,"['Category:Inquiry', 'DetectionPhase:Design', 'OriginationPhase:Design', 'Priority:Low', 'Status:pendingReview']"
203,SPM587SP19,closed,2019-04-07,2019-04-05,223,"['Category:Enhancement', 'DetectionPhase:Coding', 'OriginationPhase:Design', 'Priority:Major', 'Status:pendingReview']"
204,SPM587SP19,closed,2019-04-09,2019-04-05,222,"['Category:Enhancement', 'DetectionPhase:Design', 'OritinationPhase:Design', 'Priority:Low', 'Status:Completed']"
205,SPM587SP19,closed,2019-04-09,2019-04-05,221,"['Category:Enhancement', 'DetectionPhase:Testing', 'OriginationPhase:Testing', 'Priority:Medium', 'Status:Rejected']"
206,SPM587SP19,closed,2019-04-08,2019-04-05,220,"['Category:Enhancement', 'DetectionPhase:Design', 'OriginationPhase:Requirements', 'Priority:Low', 'Status:Completed']"
207,TSP19SCM782,closed,2019-04-10,2019-04-05,219,"['Category:Inquiry', 'DetectionPhase:Coding', 'OriginationPhase:Requirements', 'Priority:High', 'Status:pendingReview']"
208,TSP19SCM782,closed,2019-04-08,2019-04-05,218,"['Category:Inquiry', 'DetectionPhase:Design', 'OriginationPhase:Field', 'Priority:High', 'Status:inProgress']"
209,TSP19SCM781,closed,2019-04-09,2019-04-05,217,"['Category:Inquiry', 'DetectionPhase:Coding', 'OriginationPhase:Requirements', 'Priority:Medium', 'Status:Rejected']"
210,TSP19SCM781,closed,2019-04-08,2019-04-05,216,"['Category:Enhancement', 'DetectionPhase:Coding', 'OriginationPhase:Coding', 'Priority:Major', 'Status:Completed']"
211,JSP19SCM03G,closed,2019-04-04,2019-04-04,211,"['Address:536 Post Road Fairfield CT 06824', 'Category:Bug', 'DetectionPhase:Design', 'Latitude:41.144', 'Longitude:-73.249570', 'OriginationPhase:Requirements', 'Priority:Medium', 'Status:Approved']"
212,MSP19SCM63X,closed,2019-04-04,2019-04-04,210,"['Address:1737 W Fullerton Ave Chicago IL 60614', 'Category:Bug', 'DetectionPhase:Design', 'Latitude:41.925091', 'Longitude:-87.671829', 'Priority:Medium', 'Status:pendingReview']"
213,PSP19SCM80S,closed,2019-04-04,2019-04-04,208,"['Address:McDonalds 2525 S King Dr Chicago 60616', 'Category:Bug', 'DetectionPhase:Design', 'Latitude:41.847200', 'Longitude:-87.617190', 'Priority:Medium', 'Status:pendingReview']"
214,SSP19SCM40G,closed,2019-04-04,2019-04-04,206,"['Address:McDonalds 2301 S. lake shore Chicago 60616', 'Category:Bug', 'DetectionPhase:Design', 'Latitude:41.847198', 'Longitude:-87.633531', 'OritinationPhase:Design', 'Priority:Medium', 'Status:pendingReview']"
215,MSP19SCM59K,closed,2019-04-04,2019-04-04,200,"['Address:McDonalds 3867 S Archer Ave 60632', 'Category:Bug', 'DetectionPhase:Design', 'Latitude:41.823292', 'Longitude:-87.688828', 'OriginationPhase:Requirements', 'Priority:Medium', 'Status:pendingReview']"
216,HSP19SCM39P,closed,2019-04-04,2019-04-04,199,"['Address:McDonalds 2525 S King Dr Chicago 60616', 'Category:Bug', 'DetectionPhase:Design', 'Latitude:41.847200', 'Longitude:-87.617190', 'OriginationPhase:Requirements', 'Priority:Medium', 'Status:pendingReview']"
217,ASP19SCM09A,closed,2019-04-04,2019-04-04,198,"['Address:McDonalds 2525 S King Dr Chicago 60616', 'Category:Bug', 'DetectionPhase:Design', 'Latitude:41.847200', 'Longitude:-87.617190', 'OriginationPhase:Requirements', 'Priority:Medium', 'Status:pendingReview']"
218,KSP19SCM20P,closed,2019-04-04,2019-04-04,197,"['Address:McDonalds 2525 S King Dr Chicago 60616', 'Category:Bug', 'DetectionPhase:Design', 'Latitude:41.847200', 'Longitude:-87.617190', 'OriginationPhase:Requirements', 'Priority:Medium', 'Status:pendingReview']"
219,SSP19SCM75K,closed,2019-04-04,2019-04-04,193,"['Address:125 S Randall Rd Algonquin IL 60102', 'Category:Bug', 'DetectionPhase:Design', 'Latitude:42.174650', 'Longitude:-88.335290', 'Priority:Medium', 'Status:Approved']"
220,ajha8,closed,2019-04-04,2019-04-04,191,"['Address:McDonalds 2525 S King Dr Chicago 60616', 'Category:Bug', 'DetectionPhase:Design', 'Latitude:41.847198', 'Longitude:-87.617188', 'OriginationPhase:Requirements', 'Priority:Medium', 'Status:Approved']"
221,shiwanshukr,closed,2019-04-03,2019-04-03,190,"['Address:McDonalds 2525 S King Dr Chicago 60616', 'Category:Bug', 'DetectionPhase:Design', 'Latitude:41.847198', 'Longitude:-87.617188', 'OriginationPhase:Requirements', 'Priority:Medium', 'Status:inProgress']"
222,PSP19SCM08P,closed,2019-04-03,2019-04-03,186,"['Address:McDonalds 2525 S King Dr Chicago 60616', 'Category:Bug', 'DetectionPhase:Design', 'Latitude:41.847198', 'Longitude:-87.617188', 'OriginationPhase:Requirements', 'Priority:Medium', 'Status:Approved']"
223,TSP19SCM80P,closed,2019-04-04,2019-04-03,185,"['Category:Bug', 'DetectionPhase:Design', 'Latitude:41.847198', 'Longitude:-87.617188', 'OriginationPhase:Requirements', 'Priority:Medium', 'Status:Approved']"
